Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
YLLs,Rate,Household air pollution from solid fuels,All causes,Hungary,Age-standardized,Both sexes,2019,137.89,334.87,37.39
YLLs,Number,Ambient ozone pollution,All causes,Albania,All ages,Both sexes,1990,1319.77,2102.08,595.65
YLLs,Rate,Ambient ozone pollution,All causes,Albania,All ages,Both sexes,1990,39.87,63.51,18.00
YLLs,Number,Ambient ozone pollution,All causes,Albania,All ages,Both sexes,2019,347.14,646.79,129.60
YLLs,Rate,Ambient ozone pollution,All causes,Albania,All ages,Both sexes,2019,12.76,23.78,4.76
YLLs,Rate,Ambient ozone pollution,All causes,Albania,Age-standardized,Both sexes,1990,72.44,115.87,32.56
YLLs,Rate,Ambient ozone pollution,All causes,Albania,Age-standardized,Both sexes,2019,8.00,14.87,3.00
YLLs,Number,Ambient ozone pollution,All causes,Croatia,All ages,Both sexes,1990,1874.96,3023.09,863.53
YLLs,Rate,Ambient ozone pollution,All causes,Croatia,All ages,Both sexes,1990,38.26,61.69,17.62
YLLs,Number,Ambient ozone pollution,All causes,Croatia,All ages,Both sexes,2019,2470.17,4107.52,1083.22
YLLs,Rate,Ambient ozone pollution,All causes,Croatia,All ages,Both sexes,2019,58.15,96.70,25.50
YLLs,Rate,Ambient ozone pollution,All causes,Croatia,Age-standardized,Both sexes,1990,29.72,47.87,13.68
YLLs,Rate,Ambient ozone pollution,All causes,Croatia,Age-standardized,Both sexes,2019,26.60,44.30,11.68
YLLs,Number,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,49961.29,78070.46,25600.43
YLLs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,1100.97,1720.39,564.14
YLLs,Number,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,67371.09,87457.81,49254.07
YLLs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,2041.56,2650.25,1492.56
YLLs,Number,Ambient particulate matter pollution,All causes,Albania,All ages,Both sexes,1990,31574.76,52303.28,15770.75
YLLs,Rate,Ambient particulate matter pollution,All causes,Albania,All ages,Both sexes,1990,953.94,1580.20,476.47
YLLs,Number,Ambient particulate matter pollution,All causes,Albania,All ages,Both sexes,2019,28817.09,40098.51,20308.57
YLLs,Rate,Ambient particulate matter pollution,All causes,Albania,All ages,Both sexes,2019,1059.31,1474.02,746.54
YLLs,Number,Ambient particulate matter pollution,All causes,Czechia,All ages,Both sexes,1990,268764.54,395690.50,148879.12
YLLs,Rate,Ambient particulate matter pollution,All causes,Czechia,All ages,Both sexes,1990,2610.01,3842.60,1445.78
YLLs,Number,Ambient particulate matter pollution,All causes,Czechia,All ages,Both sexes,2019,105819.61,136333.20,79826.11
YLLs,Rate,Ambient particulate matter pollution,All causes,Czechia,All ages,Both sexes,2019,994.22,1280.91,750.00
YLLs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Both sexes,1990,2035.77,2974.26,1145.01
YLLs,Rate,Ambient particulate matter pollution,All causes,Czechia,Age-standardized,Both sexes,2019,529.14,685.41,402.06
YLLs,Number,Ambient particulate matter pollution,All causes,Hungary,All ages,Both sexes,1990,253276.30,378908.38,138980.02
YLLs,Rate,Ambient particulate matter pollution,All causes,Hungary,All ages,Both sexes,1990,2437.07,3645.93,1337.29
YLLs,Number,Ambient particulate matter pollution,All causes,Hungary,All ages,Both sexes,2019,130203.40,166769.70,98867.59
YLLs,Rate,Ambient particulate matter pollution,All causes,Hungary,All ages,Both sexes,2019,1345.85,1723.82,1021.95
YLLs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Both sexes,1990,1878.54,2787.75,1050.99
YLLs,Rate,Ambient particulate matter pollution,All causes,Hungary,Age-standardized,Both sexes,2019,734.90,949.46,555.88
YLLs,Number,Household air pollution from solid fuels,All causes,Bulgaria,All ages,Both sexes,1990,98528.50,176775.27,42904.42
YLLs,Rate,Household air pollution from solid fuels,All causes,Bulgaria,All ages,Both sexes,1990,1134.97,2036.31,494.22
YLLs,Number,Household air pollution from solid fuels,All causes,Bulgaria,All ages,Both sexes,2019,33243.75,77562.19,10048.37
YLLs,Rate,Household air pollution from solid fuels,All causes,Bulgaria,All ages,Both sexes,2019,479.39,1118.48,144.90
YLLs,Rate,Household air pollution from solid fuels,All causes,Bulgaria,Age-standardized,Both sexes,1990,879.00,1584.11,379.49
YLLs,Rate,Household air pollution from solid fuels,All causes,Bulgaria,Age-standardized,Both sexes,2019,254.57,585.82,77.10
YLLs,Rate,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,1990,1977.14,2646.62,1325.25
YLLs,Rate,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,374.70,763.94,146.20
YLLs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Both sexes,1990,1162.35,1900.37,572.05
YLLs,Rate,Ambient particulate matter pollution,All causes,Albania,Age-standardized,Both sexes,2019,750.19,1030.08,529.67
YLLs,Number,Ambient particulate matter pollution,All causes,Croatia,All ages,Both sexes,1990,98005.54,145169.70,52526.40
YLLs,Rate,Ambient particulate matter pollution,All causes,Croatia,All ages,Both sexes,1990,1999.86,2962.27,1071.83
YLLs,Number,Ambient particulate matter pollution,All causes,Croatia,All ages,Both sexes,2019,51951.23,67584.39,38221.55
YLLs,Rate,Ambient particulate matter pollution,All causes,Croatia,All ages,Both sexes,2019,1222.99,1591.01,899.77
YLLs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Both sexes,1990,1615.04,2363.41,883.14
YLLs,Rate,Ambient particulate matter pollution,All causes,Croatia,Age-standardized,Both sexes,2019,631.51,829.29,458.61
YLLs,Number,Ambient ozone pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,2023.36,3183.76,916.26
YLLs,Rate,Ambient ozone pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,44.59,70.16,20.19
YLLs,Number,Ambient ozone pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,1436.94,2411.52,616.85
YLLs,Rate,Ambient ozone pollution,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,43.54,73.08,18.69
YLLs,Rate,Ambient ozone pollution,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,1990,55.13,86.66,24.96
YLLs,Rate,Ambient ozone pollution,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,24.01,40.42,10.36
YLLs,Number,Household air pollution from solid fuels,All causes,Croatia,All ages,Both sexes,1990,19353.45,38409.92,7941.44
YLLs,Rate,Household air pollution from solid fuels,All causes,Croatia,All ages,Both sexes,1990,394.92,783.78,162.05
YLLs,Number,Household air pollution from solid fuels,All causes,Croatia,All ages,Both sexes,2019,2763.21,7410.67,754.62
YLLs,Rate,Household air pollution from solid fuels,All causes,Croatia,All ages,Both sexes,2019,65.05,174.45,17.76
YLLs,Number,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,77391.56,103806.42,51902.96
YLLs,Rate,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,All ages,Both sexes,1990,1705.43,2287.52,1143.75
YLLs,Number,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,20863.67,42329.81,8092.44
YLLs,Rate,Household air pollution from solid fuels,All causes,Bosnia and Herzegovina,All ages,Both sexes,2019,632.24,1282.73,245.23
YLLs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,1990,1253.50,1973.26,650.65
YLLs,Rate,Ambient particulate matter pollution,All causes,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,1201.08,1549.77,883.06
YLLs,Rate,Household air pollution from solid fuels,All causes,Croatia,Age-standardized,Both sexes,1990,323.53,643.09,131.41
YLLs,Rate,Household air pollution from solid fuels,All causes,Croatia,Age-standardized,Both sexes,2019,33.47,87.17,9.20
YLLs,Number,Ambient particulate matter pollution,All causes,Bulgaria,All ages,Both sexes,1990,266274.03,394550.81,148552.76
YLLs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,All ages,Both sexes,1990,3067.26,4544.90,1711.21
YLLs,Number,Ambient particulate matter pollution,All causes,Bulgaria,All ages,Both sexes,2019,171376.00,219115.70,129665.47
YLLs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,All ages,Both sexes,2019,2471.31,3159.73,1869.83
YLLs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Both sexes,1990,2348.88,3487.08,1307.07
YLLs,Rate,Ambient particulate matter pollution,All causes,Bulgaria,Age-standardized,Both sexes,2019,1319.62,1699.55,995.30
YLLs,Number,Household air pollution from solid fuels,All causes,Albania,All ages,Both sexes,1990,69489.81,99432.13,42446.08
YLLs,Rate,Household air pollution from solid fuels,All causes,Albania,All ages,Both sexes,1990,2099.44,3004.06,1282.39
YLLs,Number,Household air pollution from solid fuels,All causes,Albania,All ages,Both sexes,2019,13489.36,25291.01,5412.67
YLLs,Rate,Household air pollution from solid fuels,All causes,Albania,All ages,Both sexes,2019,495.87,929.70,198.97
YLLs,Rate,Household air pollution from solid fuels,All causes,Albania,Age-standardized,Both sexes,1990,2489.60,3454.53,1565.49
YLLs,Rate,Household air pollution from solid fuels,All causes,Albania,Age-standardized,Both sexes,2019,355.56,656.93,144.71
YLLs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Both sexes,1990,2041.86,2987.45,1174.61
YLLs,Number,Ambient ozone pollution,All causes,Serbia,All ages,Both sexes,1990,5313.24,8459.33,2415.59
YLLs,Rate,Ambient ozone pollution,All causes,Serbia,All ages,Both sexes,1990,56.54,90.02,25.70
YLLs,Number,Ambient ozone pollution,All causes,Serbia,All ages,Both sexes,2019,1880.35,3362.50,708.71
YLLs,Rate,Ambient ozone pollution,All causes,Serbia,All ages,Both sexes,2019,21.50,38.44,8.10
YLLs,Number,Ambient particulate matter pollution,All causes,Serbia,All ages,Both sexes,1990,213939.80,310843.69,122924.47
YLLs,Rate,Ambient particulate matter pollution,All causes,Serbia,All ages,Both sexes,1990,2276.57,3307.74,1308.06
YLLs,Number,Ambient particulate matter pollution,All causes,Serbia,All ages,Both sexes,2019,191636.83,245468.28,145095.49
YLLs,Rate,Ambient particulate matter pollution,All causes,Serbia,All ages,Both sexes,2019,2190.94,2806.38,1658.84
YLLs,Rate,Ambient ozone pollution,All causes,Serbia,Age-standardized,Both sexes,2019,11.76,21.01,4.42
YLLs,Number,Ambient particulate matter pollution,All causes,Montenegro,All ages,Both sexes,1990,10121.20,14670.52,5871.62
YLLs,Rate,Ambient particulate matter pollution,All causes,Montenegro,All ages,Both sexes,1990,1617.50,2344.55,938.36
YLLs,Number,Ambient particulate matter pollution,All causes,Montenegro,All ages,Both sexes,2019,11058.72,13865.07,8400.21
YLLs,Rate,Ambient particulate matter pollution,All causes,Montenegro,All ages,Both sexes,2019,1782.69,2235.08,1354.13
YLLs,Rate,Ambient ozone pollution,All causes,Montenegro,Age-standardized,Both sexes,1990,12.94,21.06,5.79
YLLs,Rate,Ambient ozone pollution,All causes,Montenegro,Age-standardized,Both sexes,2019,10.59,17.53,4.63
YLLs,Rate,Ambient particulate matter pollution,All causes,Serbia,Age-standardized,Both sexes,2019,1272.05,1622.64,968.05
YLLs,Number,Household air pollution from solid fuels,All causes,Belarus,All ages,Both sexes,1990,19731.81,39931.64,8000.69
YLLs,Rate,Household air pollution from solid fuels,All causes,Belarus,All ages,Both sexes,1990,188.45,381.38,76.41
YLLs,Rate,Ambient ozone pollution,All causes,Serbia,Age-standardized,Both sexes,1990,48.58,77.40,21.91
YLLs,Number,Household air pollution from solid fuels,All causes,Belarus,All ages,Both sexes,2019,1839.51,4713.15,545.23
YLLs,Rate,Household air pollution from solid fuels,All causes,Belarus,All ages,Both sexes,2019,19.36,49.61,5.74
YLLs,Rate,Household air pollution from solid fuels,All causes,Belarus,Age-standardized,Both sexes,1990,161.74,326.31,65.57
YLLs,Rate,Household air pollution from solid fuels,All causes,Belarus,Age-standardized,Both sexes,2019,12.05,30.55,3.60
YLLs,Number,Household air pollution from solid fuels,All causes,Romania,All ages,Both sexes,1990,305266.49,496135.36,155732.60
YLLs,Rate,Household air pollution from solid fuels,All causes,Romania,All ages,Both sexes,1990,1304.75,2120.55,665.62
YLLs,Number,Household air pollution from solid fuels,All causes,Romania,All ages,Both sexes,2019,44333.78,110075.22,13949.10
YLLs,Rate,Household air pollution from solid fuels,All causes,Romania,All ages,Both sexes,2019,230.46,572.20,72.51
YLLs,Rate,Household air pollution from solid fuels,All causes,Romania,Age-standardized,Both sexes,1990,1233.78,2015.28,620.96
YLLs,Rate,Household air pollution from solid fuels,All causes,Romania,Age-standardized,Both sexes,2019,134.17,326.71,42.54
YLLs,Number,Ambient particulate matter pollution,All causes,Romania,All ages,Both sexes,1990,419597.42,648514.90,223565.92
YLLs,Rate,Ambient particulate matter pollution,All causes,Romania,All ages,Both sexes,1990,1793.42,2771.84,955.55
YLLs,Number,Ambient particulate matter pollution,All causes,Romania,All ages,Both sexes,2019,273339.30,348470.32,211397.83
YLLs,Rate,Ambient particulate matter pollution,All causes,Romania,All ages,Both sexes,2019,1420.90,1811.45,1098.91
YLLs,Number,Ambient ozone pollution,All causes,Romania,All ages,Both sexes,1990,22485.47,35805.07,9797.89
YLLs,Rate,Ambient ozone pollution,All causes,Romania,All ages,Both sexes,1990,96.11,153.04,41.88
YLLs,Number,Ambient ozone pollution,All causes,Romania,All ages,Both sexes,2019,2489.67,4769.06,824.20
YLLs,Rate,Ambient ozone pollution,All causes,Romania,All ages,Both sexes,2019,12.94,24.79,4.28
YLLs,Rate,Ambient ozone pollution,All causes,Romania,Age-standardized,Both sexes,1990,84.21,134.47,37.05
YLLs,Rate,Ambient ozone pollution,All causes,Romania,Age-standardized,Both sexes,2019,6.79,13.00,2.27
YLLs,Number,Household air pollution from solid fuels,All causes,Serbia,All ages,Both sexes,1990,155053.35,246136.86,86420.00
YLLs,Rate,Household air pollution from solid fuels,All causes,Serbia,All ages,Both sexes,1990,1649.95,2619.18,919.61
YLLs,Number,Household air pollution from solid fuels,All causes,Serbia,All ages,Both sexes,2019,34768.26,80040.73,11283.05
YLLs,Rate,Household air pollution from solid fuels,All causes,Serbia,All ages,Both sexes,2019,397.50,915.09,129.00
YLLs,Rate,Household air pollution from solid fuels,All causes,Serbia,Age-standardized,Both sexes,1990,1511.38,2371.22,848.52
YLLs,Rate,Household air pollution from solid fuels,All causes,Serbia,Age-standardized,Both sexes,2019,230.85,529.09,75.41
YLLs,Number,Ambient particulate matter pollution,All causes,Slovakia,All ages,Both sexes,1990,127597.50,186997.78,70750.13
YLLs,Rate,Ambient particulate matter pollution,All causes,Slovakia,All ages,Both sexes,1990,2415.30,3539.69,1339.23
YLLs,Number,Ambient particulate matter pollution,All causes,Slovakia,All ages,Both sexes,2019,64959.88,84829.07,47588.81
YLLs,Rate,Ambient particulate matter pollution,All causes,Slovakia,All ages,Both sexes,2019,1194.73,1560.15,875.24
YLLs,Number,Ambient ozone pollution,All causes,Slovakia,All ages,Both sexes,1990,1415.91,2373.11,647.13
YLLs,Rate,Ambient ozone pollution,All causes,Slovakia,All ages,Both sexes,1990,26.80,44.92,12.25
YLLs,Number,Ambient ozone pollution,All causes,Slovakia,All ages,Both sexes,2019,1337.29,2262.79,585.81
YLLs,Rate,Ambient ozone pollution,All causes,Slovakia,All ages,Both sexes,2019,24.60,41.62,10.77
YLLs,Rate,Ambient ozone pollution,All causes,Slovakia,Age-standardized,Both sexes,1990,23.89,40.14,10.97
YLLs,Rate,Ambient ozone pollution,All causes,Slovakia,Age-standardized,Both sexes,2019,14.51,24.63,6.38
YLLs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Both sexes,1990,1671.86,2603.61,899.46
YLLs,Rate,Ambient particulate matter pollution,All causes,Romania,Age-standardized,Both sexes,2019,827.24,1060.15,636.92
YLLs,Number,Ambient ozone pollution,All causes,Belarus,All ages,Both sexes,1990,5486.38,9624.11,2120.77
YLLs,Rate,Ambient ozone pollution,All causes,Belarus,All ages,Both sexes,1990,52.40,91.92,20.25
YLLs,Number,Ambient ozone pollution,All causes,Belarus,All ages,Both sexes,2019,1396.57,2761.39,524.77
YLLs,Rate,Ambient ozone pollution,All causes,Belarus,All ages,Both sexes,2019,14.70,29.06,5.52
YLLs,Rate,Ambient ozone pollution,All causes,Belarus,Age-standardized,Both sexes,1990,42.59,74.72,16.46
YLLs,Rate,Ambient ozone pollution,All causes,Belarus,Age-standardized,Both sexes,2019,8.74,17.33,3.29
YLLs,Number,Ambient ozone pollution,All causes,Poland,All ages,Both sexes,1990,13457.93,22306.11,5637.74
YLLs,Rate,Ambient ozone pollution,All causes,Poland,All ages,Both sexes,1990,35.27,58.46,14.77
YLLs,Number,Ambient ozone pollution,All causes,Poland,All ages,Both sexes,2019,10970.99,18571.62,4719.29
YLLs,Rate,Ambient ozone pollution,All causes,Poland,All ages,Both sexes,2019,28.54,48.32,12.28
YLLs,Rate,Ambient ozone pollution,All causes,Poland,Age-standardized,Both sexes,1990,30.71,50.91,12.88
YLLs,Rate,Ambient ozone pollution,All causes,Poland,Age-standardized,Both sexes,2019,15.35,25.99,6.59
YLLs,Number,Ambient particulate matter pollution,All causes,Belarus,All ages,Both sexes,1990,230964.53,348187.25,127221.75
YLLs,Rate,Ambient particulate matter pollution,All causes,Belarus,All ages,Both sexes,1990,2205.88,3325.45,1215.06
